"Suppencult","Vanillequarkcrème mit Erdbeersoße","Alexanderplatz","01.08.2017","","2,50/3,20"
"Suppencult","Vanillequarkcrème mit Erdbeersoße","Alexanderplatz","02.08.2017","","2,50/3,20"
"Suppencult","Vanillequarkcrème mit Erdbeersoße","Alexanderplatz","03.08.2017","","2,50/3,20"
"Suppencult","Vanillequarkcrème mit Erdbeersoße","Alexanderplatz","04.08.2017","","2,50/3,20"
"FOOD","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Adlershof","31.7.2017","Fish","7"
"FOOD","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Adlershof","1.8.2017","Fish","5"
"FOOD","Gnocchimit Gorgonzola und Bacon","Adlershof","1.8.2017","","6"
"FOOD","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Adlershof","1.8.2017","Fish","7"
"FOOD","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Adlershof","2.8.2017","Fish","5"
"FOOD","Gnocchimit Gorgonzola und Bacon","Adlershof","2.8.2017","","6"
"FOOD","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Adlershof","2.8.2017","Fish","7"
"FOOD","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Adlershof","3.8.2017","Fish","5"
"FOOD","Gnocchimit Gorgonzola und Bacon","Adlershof","3.8.2017","","6"
"FOOD","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Adlershof","3.8.2017","Fish","7"
"FOOD","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Adlershof","4.8.2017","Fish","5"
"FOOD","Gnocchimit Gorgonzola und Bacon","Adlershof","4.8.2017","","6"
"FOOD","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Adlershof","4.8.2017","Fish","7"
