"La Petite","6,30","","Adlershof","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","18.07.2017"
"La Petite","6,30","","Adlershof","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","19.07.2017"
"La Petite","6,30","","Adlershof","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","20.07.2017"
"La Petite","6,30","","Adlershof","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","21.07.2017"
"La Petite","5,90","","Adlershof","Hähnchen Cordon Bleu mit PfefferRahmsauce, dazu Reis oder Grillkartoffeln + Tomatensalat","17.07.2017"
"La Petite","5,90","","Adlershof","Hähnchen Cordon Bleu mit PfefferRahmsauce, dazu Reis oder Grillkartoffeln + Tomatensalat","18.07.2017"
"La Petite","5,90","","Adlershof","Hähnchen Cordon Bleu mit PfefferRahmsauce, dazu Reis oder Grillkartoffeln + Tomatensalat","19.07.2017"
"La Petite","5,90","","Adlershof","Hähnchen Cordon Bleu mit PfefferRahmsauce, dazu Reis oder Grillkartoffeln + Tomatensalat","20.07.2017"
"La Petite","5,90","","Adlershof","Hähnchen Cordon Bleu mit PfefferRahmsauce, dazu Reis oder Grillkartoffeln + Tomatensalat","21.07.2017"
"La Petite","4,40","","Adlershof","Grießbrei mit Kirschen","17.07.2017"
"La Petite","4,40","","Adlershof","Grießbrei mit Kirschen","18.07.2017"
"La Petite","4,40","","Adlershof","Grießbrei mit Kirschen","19.07.2017"
"La Petite","4,40","","Adlershof","Grießbrei mit Kirschen","20.07.2017"
"La Petite","4,40","","Adlershof","Grießbrei mit Kirschen","21.07.2017"
"Jouis Nour","7.5","Bio","Adlershof","Schnitzel mit Pfifferlings-Waldpilz-Rahmsauce, Kartoffelstampf und Tomatensalat","31.7.2017"
"Jouis Nour","5.5","Bio;Vegetarian;Vegan","Adlershof","Spaghettimit Gemüsebolognese und Sonnenblumenkernen","31.7.2017"
"Jouis Nour","4.5","Bio;Vegetarian;Vegan","Adlershof","Feuriger Paprikatopf mit Tofustückchen","31.7.2017"
"FOOD","5","Vegetarian","Adlershof","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","17.7.2017"
"FOOD","6","","Adlershof","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","17.7.2017"
"FOOD","7","Fish","Adlershof","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","17.7.2017"
"FOOD","5","Vegetarian","Adlershof","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","18.7.2017"
"FOOD","6","","Adlershof","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","18.7.2017"
"FOOD","7","Fish","Adlershof","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","18.7.2017"
"FOOD","5","Vegetarian","Adlershof","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","19.7.2017"
"FOOD","6","","Adlershof","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","19.7.2017"
"FOOD","7","Fish","Adlershof","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","19.7.2017"
"FOOD","5","Vegetarian","Adlershof","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","20.7.2017"
"FOOD","6","","Adlershof","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","20.7.2017"
"FOOD","7","Fish","Adlershof","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","20.7.2017"
"FOOD","5","Vegetarian","Adlershof","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","21.7.2017"
"FOOD","6","","Adlershof","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","21.7.2017"
"FOOD","7","Fish","Adlershof","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","21.7.2017"
"Suppencult","4,40","","Alexanderplatz","Blumenkohlcrème mit gerösteten Blumenkohlstücken, Sahne und frischem Schnittlauch","20.07.2017"
"Suppencult","4,40","","Alexanderplatz","Blumenkohlcrème mit gerösteten Blumenkohlstücken, Sahne und frischem Schnittlauch","21.07.2017"
"Suppencult","4,40","","Alexanderplatz","Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Tomaten, Paprika, Croutons und frischer Petersilie","17.07.2017"
"Suppencult","4,40","","Alexanderplatz","Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Tomaten, Paprika, Croutons und frischer Petersilie","18.07.2017"
"Suppencult","4,40","","Alexanderplatz","Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Tomaten, Paprika, Croutons und frischer Petersilie","19.07.2017"
"Suppencult","4,40","","Alexanderplatz","Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Tomaten, Paprika, Croutons und frischer Petersilie","20.07.2017"
"Suppencult","4,40","","Alexanderplatz","Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Tomaten, Paprika, Croutons und frischer Petersilie","21.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Kalter Milchreis mit Kirschen oder Apfelmus, zucker und Zimt","17.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Kalter Milchreis mit Kirschen oder Apfelmus, zucker und Zimt","18.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Kalter Milchreis mit Kirschen oder Apfelmus, zucker und Zimt","19.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Kalter Milchreis mit Kirschen oder Apfelmus, zucker und Zimt","20.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Kalter Milchreis mit Kirschen oder Apfelmus, zucker und Zimt","21.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Mascarpone Quarkcrème mit Himbeersoße","17.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Mascarpone Quarkcrème mit Himbeersoße","18.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Mascarpone Quarkcrème mit Himbeersoße","19.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Mascarpone Quarkcrème mit Himbeersoße","20.07.2017"
"Suppencult","2,50/3,20","","Alexanderplatz","Mascarpone Quarkcrème mit Himbeersoße","21.07.2017"
