"location","ingredients","price","date","dish","business"
"Alexanderplatz","","5,40/5,80","31.07.2017","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Suppencult"
"Alexanderplatz","","5,40/5,80","01.08.2017","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Suppencult"
"Alexanderplatz","","5,40/5,80","02.08.2017","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Suppencult"
"location","ingredients","price","date","dish","business"
"Adlershof","","4.00","31.07.2017","Ungarische Bohnen-Rindfleisch Eintopf & 1 Brötchen","Sonnenschein"
"Adlershof","","6.00","31.07.2017","Rinderhackroulade mit grüne Bohne in Tomatensauce überbacken mit Feta, Reis","Sonnenschein"
"Adlershof","","6.00","31.07.2017","Schweinemedaillons unter Champignon Rahmsauce, Bratkartoffeln","Sonnenschein"
"Adlershof","","6.00","31.07.2017","Panierte Hühnerbrusttaschen mit Frischkäsekräuterfüllung, Nudeln, Papr.-Tomsauce","Sonnenschein"
"Adlershof","Vegetarian","5.00","31.07.2017","Gemüsecurry zu Reis (vegetarisch)","Sonnenschein"
"Adlershof","Soup","4.00","01.08.2017","Tomatencremesuppe mit frische Basilikum & 1 Brötchen","Sonnenschein"
"Adlershof","","6.50","01.08.2017","Mit Honig & Chili glasierte Entenkeule, Hausgemachte Kartoffelklößen, Apfelrotkohl, Delikates Sauce","Sonnenschein"
"Adlershof","","6.00","01.08.2017","„Wrap“ Mexikanische Art, Rinder-Bolognese, Sauce, Salat","Sonnenschein"
"Adlershof","","6.00","01.08.2017","Gefüllte Hähnchenfächerfillets mit Mozzarella & Zucchini, Bratkartoffel, Salat, Kräuter Rahmsauce","Sonnenschein"
"Adlershof","Vegetarian","5.00","01.08.2017","Gefüllte Paprika Indische Art, Sauce, Salat (vegetarisch)","Sonnenschein"
"Adlershof","Soup","4.00","02.08.2017","Kokos-Hähnchen-Suppe mit roten Linsen & 1 Brötchen","Sonnenschein"
"Adlershof","","6.00","02.08.2017","Hacksteak a la Holstein, grüne Bohnen & Spätzle, Pfefferrahmsauce","Sonnenschein"
"Adlershof","","6.00","02.08.2017","Hähnchenbrustfilet mit Parmesankruste zu Bandnudeln, Brokkoli in Sauce","Sonnenschein"
"Adlershof","","6.00","02.08.2017","Feurige Hackbällchen in Zigeunersauce, Reis, Salat","Sonnenschein"
"Adlershof","Vegetarian","5.00","02.08.2017","Spinat-Feta „Strudel“, Kräuterrahmsauce, Salat (vegetarisch)","Sonnenschein"
"Adlershof","","4.00","03.08.2017","Chili con Carne & 1 Brötchen","Sonnenschein"
"Adlershof","Fish","6.80","03.08.2017","Lachsfilet-Lasagne, Salat, Kräuterrahmsauce","Sonnenschein"
"Adlershof","","6.00","03.08.2017","Mit Spinat & Käse gefüllte Hähnchen-Fleisch-Roulade, Butterkartoffel, Kräuterrahmsauce","Sonnenschein"
"Adlershof","","6.00","03.08.2017","Kohlroulade Russische Art, Butterkartoffel, Sauce","Sonnenschein"
"Adlershof","Vegetarian","5.00","03.08.2017","Gemüse Lasagne, cremige Tomatensauce, Salat (vegetarisch)","Sonnenschein"
"Adlershof","Soup","4.00","04.08.2017","Hühner-Gemüse-Suppe & 1 Brötchen","Sonnenschein"
"Adlershof","","6.00","04.08.2017","Moussaka mit Rindfleisch Griechische Art, cremige Tomatensauce","Sonnenschein"
"Adlershof","","6.00","04.08.2017","Hühnerbrust Fromage, Nudel, cremige Tomatensauce, Möhrengemüse","Sonnenschein"
"Adlershof","","5.90","04.08.2017","Spagetti „Kunterbunt“, Parmesan Käse","Sonnenschein"
"Adlershof","Vegetarian","5.00","04.08.2017","Brokkoli mit Käse-Mandelkruste, Butterkartoffel, Kräuterrahmsauce (vegetarisch)","Sonnenschein"
"Alexanderplatz","","5,40/5,80","03.08.2017","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Suppencult"
"Alexanderplatz","","5,40/5,80","04.08.2017","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Suppencult"
"Alexanderplatz","","4,30","31.07.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Suppencult"
"Alexanderplatz","","4,30","01.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Suppencult"
"Alexanderplatz","","4,30","02.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Suppencult"
"Alexanderplatz","","4,30","03.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Suppencult"
"Alexanderplatz","","4,30","04.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Suppencult"
"Alexanderplatz","Soup","4,40","31.07.2017","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Suppencult"
"Alexanderplatz","Soup","4,40","01.08.2017","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Suppencult"
"Alexanderplatz","Soup","4,40","02.08.2017","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Suppencult"
"Alexanderplatz","Soup","4,40","03.08.2017","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Suppencult"
"Alexanderplatz","Soup","4,40","04.08.2017","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Suppencult"
"Alexanderplatz","","3,90/4,25","31.07.2017","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Suppencult"
"Alexanderplatz","","3,90/4,25","01.08.2017","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Suppencult"
"Alexanderplatz","","3,90/4,25","02.08.2017","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Suppencult"
"Alexanderplatz","","3,90/4,25","03.08.2017","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Suppencult"
"Alexanderplatz","","3,90/4,25","04.08.2017","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Suppencult"
"Alexanderplatz","Soup","4,40","31.07.2017","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Suppencult"
"Alexanderplatz","Soup","4,40","01.08.2017","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Suppencult"
"Alexanderplatz","Soup","4,40","02.08.2017","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Suppencult"
"Alexanderplatz","Soup","4,40","03.08.2017","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Suppencult"
"Alexanderplatz","Soup","4,40","04.08.2017","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Suppencult"
"Alexanderplatz","Dessert","2,50/3,20","31.07.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Suppencult"
"Alexanderplatz","Dessert","2,50/3,20","01.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Suppencult"
"Alexanderplatz","Dessert","2,50/3,20","02.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Suppencult"
"Adlershof","","","03.08.2017","Mageres Eisbeinfleisch mit Rübchen, Schnittlauch, Röstzwiebeln und Kartoffelpüree","Esswirtschaft"
"Adlershof","Vegetarian","","03.08.2017","Gelbes Linsen Dal mit Kurkuma-Reis und Raita-Dip","Esswirtschaft"
"Adlershof","Fish","","04.08.2017","Teriyaki-Lachs aus dem Ofen mit gebratenem Gemüsereis","Esswirtschaft"
"Adlershof","Vegetarian","","04.08.2017","Pasta mit marinierten Tomaten, Zucchini und Käse","Esswirtschaft"
"Alexanderplatz","Dessert","2,50/3,20","03.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Suppencult"
"Alexanderplatz","Dessert","2,50/3,20","04.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Suppencult"
"Alexanderplatz","","2,50/3,20","31.07.2017","Vanillequarkcrème mit Erdbeersoße","Suppencult"
"Alexanderplatz","","2,50/3,20","01.08.2017","Vanillequarkcrème mit Erdbeersoße","Suppencult"
"Alexanderplatz","","2,50/3,20","02.08.2017","Vanillequarkcrème mit Erdbeersoße","Suppencult"
"Alexanderplatz","","2,50/3,20","03.08.2017","Vanillequarkcrème mit Erdbeersoße","Suppencult"
"Alexanderplatz","","2,50/3,20","04.08.2017","Vanillequarkcrème mit Erdbeersoße","Suppencult"
"location","ingredients","price","date","dish","business"
"Adlershof","Vegetarian;Soup","3.90","31.07.2017","Broccolicremesuppe mit Croutons","Albert"
"Adlershof","Vegetarian","3.90","31.07.2017","Milchreis mit Apfelmus & Zimt-Zucker","Albert"
"Adlershof","","5.80","31.07.2017","Hähnchenbrust in Käse-Eihülle mit Penne & pikanter Tomatensauce","Albert"
"Adlershof","Vegetarian;Soup","3.90","01.08.2017","Pikante Rote Linsensuppe mit Koriander","Albert"
"Adlershof","Vegetarian","5.00","01.08.2017","Linguine mit Spinat-Kokossauce & Chili","Albert"
"Adlershof","","5.80","01.08.2017","Mit Hackfleisch gefüllte Paprika auf Kartoffelpüree oder Reis","Albert"
"Adlershof","Vegetarian;Soup","4.00","02.08.2017","Rote Beetesuppe mit Ingwer & Sprossen","Albert"
"Adlershof","Vegetarian","5.00","02.08.2017","Kartoffel-Champignonauflauf mit Mozzarella & Frühlingszwiebeln","Albert"
"Adlershof","","5.80","02.08.2017","Putengeschnetzeltes in Riesling-Parmesansauce mit Erbsen & Farfalle","Albert"
"Adlershof","","3.90","03.08.2017","Hühner-Nudeltopf mit sommerlichem Gemüse & Eiernudeln","Albert"
"Adlershof","Vegetarian","5.00","03.08.2017","Ratatouille in der Weizentortilla mit Mozzarella","Albert"
"Adlershof","","5.80","03.08.2017","Sauerbraten mit Rotkohl & Klöße","Albert"
"Adlershof","Vegetarian;Soup","3.90","04.08.2017","Gorgonzola-Spinatsuppe mit Walnüssen","Albert"
"Adlershof","Vegetarian","5.00","04.08.2017","Gemüse-Lasagne mit Rucola","Albert"
"Adlershof","","5.80","04.08.2017","Boulette mit Porreerahm & Salzkartoffeln","Albert"
